40, 13, 11, 9, 7, 10, 2.23607
41, 31, 5, 3, 2, 10.25, 12.0286
41, 29, 7, 3, 2, 10.25, 10.9858
41, 29, 5, 4, 3, 10.25, 10.8484
41, 27, 7, 5, 2, 10.25, 9.83298
41, 26, 7, 5, 3, 10.25, 9.20258
41, 25, 11, 3, 2, 10.25, 9.20258
41, 23, 13, 3, 2, 10.25, 8.5257
41, 23, 11, 5, 2, 10.25, 8.04285
41, 23, 11, 4, 3, 10.25, 7.98044
41, 23, 9, 7, 2, 10.25, 7.79022
41, 23, 9, 5, 4, 10.25, 7.59523
41, 23, 8, 7, 3, 10.25, 7.59523
41, 23, 7, 6, 5, 10.25, 7.3951
41, 21, 13, 5, 2, 10.25, 7.3951
41, 21, 11, 5, 4, 10.25, 6.75925
41, 20, 11, 7, 3, 10.25, 6.2998
41, 19, 17, 3, 2, 10.25, 7.79022
41, 19, 14, 5, 3, 10.25, 6.53357
41, 19, 13, 7, 2, 10.25, 6.37868
41, 19, 13, 5, 4, 10.25, 6.13901
41, 19, 11, 9, 2, 10.25, 6.05702
41, 19, 11, 8, 3, 10.25, 5.80409
41, 19, 11, 7, 4, 10.25, 5.62917
41, 19, 11, 6, 5, 10.25, 5.53963
41, 19, 9, 8, 5, 10.25, 5.26189
41, 18, 11, 7, 5, 10.25, 4.96865
41, 17, 16, 5, 3, 10.25, 6.2998
41, 17, 15, 7, 2, 10.25, 6.05702
41, 17, 13, 9, 2, 10.25, 5.53963
41, 17, 13, 8, 3, 10.25, 5.26189
41, 17, 13, 7, 4, 10.25, 5.06828
41, 17, 13, 6, 5, 10.25, 4.96865
41, 17, 12, 7, 5, 10.25, 4.65698
41, 17, 11, 10, 3, 10.25, 4.96865
41, 17, 11, 9, 4, 10.25, 4.65698
41, 17, 11, 8, 5, 10.25, 4.43706
41, 17, 11, 7, 6, 10.25, 4.3229
41, 17, 9, 8, 7, 10.25, 3.96074
41, 16, 13, 7, 5, 10.25, 4.43706
41, 16, 11, 9, 5, 10.25, 3.96074
41, 15, 13, 11, 2, 10.25, 4.96865
41, 15, 11, 8, 7, 10.25, 3.11247
41, 14, 13, 11, 3, 10.25, 4.3229
41, 14, 13, 9, 5, 10.25, 3.56195
41, 13, 12, 11, 5, 10.25, 3.11247
41, 13, 11, 10, 7, 10.25, 2.16506
41, 13, 11, 9, 8, 10.25, 1.92029
42, 23, 11, 5, 3, 10.5, 7.79423
42, 19, 13, 7, 3, 10.5, 6.06218
42, 19, 11, 7, 5, 10.5, 5.3619
42, 17, 13, 7, 5, 10.5, 4.7697
42, 17, 11, 9, 5, 10.5, 4.33013
43, 31, 7, 3, 2, 10.75, 11.8401
43, 31, 5, 4, 3, 10.75, 11.7127
43, 29, 7, 5, 2, 10.75, 10.6859
43, 29, 7, 4, 3, 10.75, 10.639
43, 27, 7, 5, 4, 10.75, 9.44391
43, 25, 13, 3, 2, 10.75, 9.28372
43, 25, 11, 4, 3, 10.75, 8.78564
43, 25, 9, 7, 2, 10.75, 8.61322
43, 25, 8, 7, 3, 10.75, 8.43727
43, 23, 13, 5, 2, 10.75, 8.13557
43, 23, 13, 4, 3, 10.75, 8.07388
43, 23, 11, 7, 2, 10.75, 7.75806
43, 23, 11, 5, 4, 10.75, 7.56224
43, 23, 10, 7, 3, 10.75, 7.49583
43, 23, 9, 7, 4, 10.75, 7.29298
43, 23, 8, 7, 5, 10.75, 7.15454
43, 22, 13, 5, 3, 10.75, 7.49583
43, 22, 9, 7, 5, 10.75, 6.64737
43, 21, 13, 5, 4, 10.75, 6.86932
43, 20, 13, 7, 3, 10.75, 6.41775
43, 19, 17, 5, 2, 10.75, 7.36122
43, 19, 17, 4, 3, 10.75, 7.29298
43, 19, 16, 5, 3, 10.75, 6.86932
43, 19, 15, 7, 2, 10.75, 6.64737
43, 19, 13, 9, 2, 10.75, 6.1796
43, 19, 13, 8, 3, 10.75, 5.93191
43, 19, 13, 7, 4, 10.75, 5.76086
43, 19, 13, 6, 5, 10.75, 5.6734
43, 19, 12, 7, 5, 10.75, 5.40255
43, 19, 11, 10, 3, 10.75, 5.6734
43, 19, 11, 9, 4, 10.75, 5.40255
43, 19, 11, 8, 5, 10.75, 5.21416
43, 19, 11, 7, 6, 10.75, 5.11737
43, 19, 9, 8, 7, 10.75, 4.81534
43, 18, 13, 7, 5, 10.75, 5.11737
43, 17, 16, 7, 3, 10.75, 5.93191
43, 17, 15, 7, 4, 10.75, 5.40255
43, 17, 13, 11, 2, 10.75, 5.49432
43, 17, 13, 10, 3, 10.75, 5.11737
43, 17, 13, 9, 4, 10.75, 4.81534
43, 17, 13, 8, 5, 10.75, 4.60299
43, 17, 13, 7, 6, 10.75, 4.49305
43, 17, 11, 8, 7, 10.75, 3.89711
43, 17, 10, 9, 7, 10.75, 3.76663
43, 16, 13, 11, 3, 10.75, 4.81534
43, 16, 13, 9, 5, 10.75, 4.14578
43, 16, 11, 9, 7, 10.75, 3.34477
43, 15, 13, 11, 4, 10.75, 4.14578
43, 15, 13, 8, 7, 10.75, 3.34477
43, 14, 13, 11, 5, 10.75, 3.49106
43, 13, 12, 11, 7, 10.75, 2.27761
43, 13, 11, 10, 9, 10.75, 1.47902
44, 29, 7, 5, 3, 11, 10.4881
44, 23, 13, 5, 3, 11, 7.87401
44, 23, 11, 7, 3, 11, 7.48331
44, 23, 9, 7, 5, 11, 7.07107
44, 19, 17, 5, 3, 11, 7.07107
44, 19, 13, 7, 5, 11, 5.47723
44, 19, 11, 9, 5, 11, 5.09902
44, 17, 13, 11, 3, 11, 5.09902
44, 17, 13, 9, 5, 11, 4.47214
44, 17, 11, 9, 7, 11, 3.74166
45, 31, 7, 5, 2, 11.25, 11.5407
45, 31, 7, 4, 3, 11.25, 11.4973
45, 29, 11, 3, 2, 11.25, 10.8253
45, 29, 9, 5, 2, 11.25, 10.5445
45, 29, 8, 5, 3, 11.25, 10.4013
45, 29, 7, 5, 4, 11.25, 10.3047
45, 27, 11, 5, 2, 11.25, 9.65337
45, 26, 11, 5, 3, 11.25, 9.01041
45, 25, 13, 4, 3, 11.25, 8.84237
45, 25, 11, 7, 2, 11.25, 8.55497
45, 25, 9, 7, 4, 11.25, 8.13557
45, 23, 17, 3, 2, 11.25, 9.01041
45, 23, 14, 5, 3, 11.25, 7.94906
45, 23, 13, 7, 2, 11.25, 7.82224
45, 23, 13, 5, 4, 11.25, 7.62807
45, 23, 11, 9, 2, 11.25, 7.56224
45, 23, 11, 8, 3, 11.25, 7.36122
45, 23, 11, 7, 4, 11.25, 7.22409
45, 23, 11, 6, 5, 11.25, 7.15454
45, 23, 9, 8, 5, 11.25, 6.94172
45, 22, 13, 7, 3, 11.25, 7.15454
45, 21, 17, 5, 2, 11.25, 7.94906
45, 21, 11, 8, 5, 11.25, 6.0156
45, 19, 17, 7, 2, 11.25, 7.01338
45, 19, 17, 5, 4, 11.25, 6.79614
45, 19, 16, 7, 3, 11.25, 6.49519
45, 19, 15, 7, 4, 11.25, 6.0156
45, 19, 13, 11, 2, 11.25, 6.09816
45, 19, 13, 10, 3, 11.25, 5.76086
45, 19, 13, 9, 4, 11.25, 5.49432
45, 19, 13, 8, 5, 11.25, 5.30919
45, 19, 13, 7, 6, 11.25, 5.21416
45, 19, 11, 8, 7, 11.25, 4.71036
45, 19, 10, 9, 7, 11.25, 4.60299
45, 17, 16, 7, 5, 11.25, 5.30919
45, 17, 15, 11, 2, 11.25, 5.76086
45, 17, 14, 11, 3, 11.25, 5.21416
45, 17, 14, 9, 5, 11.25, 4.60299
45, 17, 13, 11, 4, 11.25, 4.71036
45, 17, 13, 8, 7, 11.25, 4.02337
45, 17, 12, 11, 5, 11.25, 4.26468
45, 17, 11, 10, 7, 11.25, 3.63146
45, 17, 11, 9, 8, 11.25, 3.49106
45, 16, 13, 11, 5, 11.25, 4.02337
45, 16, 13, 9, 7, 11.25, 3.49106
46, 31, 7, 5, 3, 11.5, 11.3468
46, 25, 11, 7, 3, 11.5, 8.29156
46, 23, 13, 7, 3, 11.5, 7.53326
46, 23, 11, 7, 5, 11.5, 6.98212
46, 19, 17, 7, 3, 11.5, 6.68954
46, 19, 13, 11, 3, 11.5, 5.72276
46, 19, 13, 9, 5, 11.5, 5.17204
46, 19, 11, 9, 7, 11.5, 4.55522
46, 17, 13, 11, 5, 11.5, 4.33013
46, 17, 13, 9, 7, 11.5, 3.84057
46, 15, 13, 11, 7, 11.5, 2.95804
47, 37, 5, 3, 2, 11.75, 14.6181
47, 33, 7, 5, 2, 11.75, 12.3971
47, 32, 7, 5, 3, 11.75, 11.7766
47, 31, 11, 3, 2, 11.75, 11.6485
47, 31, 9, 5, 2, 11.75, 11.388
47, 31, 8, 5, 3, 11.75, 11.2556
47, 31, 7, 5, 4, 11.75, 11.1664
47, 29, 13, 3, 2, 11.75, 10.8484
47, 29, 11, 5, 2, 11.75, 10.4732
47, 29, 11, 4, 3, 11.75, 10.4253
47, 29, 9, 7, 2, 11.75, 10.2804
47, 29, 9, 5, 4, 11.75, 10.1335
47, 29, 8, 7, 3, 11.75, 10.1335
47, 29, 7, 6, 5, 11.75, 9.98436
47, 28, 11, 5, 3, 11.75, 9.83298
47, 27, 13, 5, 2, 11.75, 9.67923
47, 27, 11, 7, 2, 11.75, 9.36416
47, 27, 11, 5, 4, 11.75, 9.20258
47, 27, 8, 7, 5, 11.75, 8.8706
47, 26, 11, 7, 3, 11.75, 8.69986
47, 26, 9, 7, 5, 11.75, 8.3479
47, 25, 17, 3, 2, 11.75, 9.67923
47, 25, 13, 7, 2, 11.75, 8.58414
47, 25, 11, 9, 2, 11.75, 8.3479
47, 25, 11, 8, 3, 11.75, 8.16624
47, 25, 11, 7, 4, 11.75, 8.04285
47, 24, 11, 7, 5, 11.75, 7.3951
47, 23, 19, 3, 2, 11.75, 9.36416
47, 23, 17, 5, 2, 11.75, 8.58414
47, 23, 17, 4, 3, 11.75, 8.5257
47, 23, 16, 5, 3, 11.75, 8.16624
47, 23, 15, 7, 2, 11.75, 7.98044
47, 23, 13, 9, 2, 11.75, 7.59523
47, 23, 13, 8, 3, 11.75, 7.3951
47, 23, 13, 7, 4, 11.75, 7.25862
47, 23, 13, 6, 5, 11.75, 7.1894
47, 23, 12, 7, 5, 11.75, 6.97764
47, 23, 11, 10, 3, 11.75, 7.1894
47, 23, 11, 9, 4, 11.75, 6.97764
47, 23, 11, 8, 5, 11.75, 6.83283
47, 23, 11, 7, 6, 11.75, 6.75925
47, 23, 9, 8, 7, 11.75, 6.53357
47, 22, 17, 5, 3, 11.75, 7.98044
47, 22, 13, 7, 5, 11.75, 6.60965
47, 21, 19, 5, 2, 11.75, 8.3479
47, 21, 17, 5, 4, 11.75, 7.3951
47, 21, 13, 11, 2, 11.75, 6.75925
47, 21, 13, 8, 5, 11.75, 6.05702
47, 20, 17, 7, 3, 11.75, 6.97764
47, 20, 13, 11, 3, 11.75, 6.05702
47, 20, 11, 9, 7, 11.75, 4.96865
47, 19, 17, 9, 2, 11.75, 6.75925
47, 19, 17, 8, 3, 11.75, 6.53357
47, 19, 17, 7, 4, 11.75, 6.37868
47, 19, 17, 6, 5, 11.75, 6.2998
47, 19, 16, 7, 5, 11.75, 5.88961
47, 19, 15, 11, 2, 11.75, 6.2998
47, 19, 14, 11, 3, 11.75, 5.80409
47, 19, 14, 9, 5, 11.75, 5.26189
47, 19, 13, 11, 4, 11.75, 5.35607
47, 19, 13, 8, 7, 11.75, 4.76314
47, 19, 12, 11, 5, 11.75, 4.96865
47, 19, 11, 10, 7, 11.75, 4.43706
47, 19, 11, 9, 8, 11.75, 4.3229
47, 18, 17, 7, 5, 11.75, 5.80409
47, 18, 13, 11, 5, 11.75, 4.65698
47, 17, 16, 11, 3, 11.75, 5.53963
47, 17, 16, 9, 5, 11.75, 4.96865
47, 17, 15, 13, 2, 11.75, 5.80409
47, 17, 15, 11, 4, 11.75, 4.96865
47, 17, 15, 8, 7, 11.75, 4.3229
47, 17, 14, 13, 3, 11.75, 5.26189
47, 17, 14, 11, 5, 11.75, 4.43706
47, 17, 13, 12, 5, 11.75, 4.3229
47, 17, 13, 11, 6, 11.75, 3.96074
47, 17, 13, 10, 7, 11.75, 3.69966
47, 17, 13, 9, 8, 11.75, 3.56195
47, 17, 12, 11, 7, 11.75, 3.56195
47, 17, 11, 10, 9, 11.75, 3.11247
47, 16, 13, 11, 7, 11.75, 3.26917
47, 15, 13, 11, 8, 11.75, 2.58602
47, 14, 13, 11, 9, 11.75, 1.92029
48, 29, 11, 5, 3, 12, 10.247
48, 25, 13, 7, 3, 12, 8.30662
48, 23, 17, 5, 3, 12, 8.30662
48, 23, 13, 7, 5, 12, 7
48, 23, 11, 9, 5, 12, 6.7082
48, 19, 17, 7, 5, 12, 6.08276
48, 19, 13, 11, 5, 12, 5
48, 19, 13, 9, 7, 12, 4.58258
48, 17, 13, 11, 7, 12, 3.60555
49, 37, 7, 3, 2, 12.25, 14.4114
49, 37, 5, 4, 3, 12.25, 14.3069
49, 34, 7, 5, 3, 12.25, 12.6368
49, 33, 7, 5, 4, 12.25, 12.0286
49, 31, 13, 3, 2, 12.25, 11.6485
49, 31, 11, 5, 2, 12.25, 11.2999
49, 31, 11, 4, 3, 12.25, 11.2556
49, 31, 9, 7, 2, 12.25, 11.1215
49, 31, 9, 5, 4, 12.25, 10.9858
49, 31, 8, 7, 3, 12.25, 10.9858
49, 31, 7, 6, 5, 12.25, 10.8484
49, 29, 13, 5, 2, 12.25, 10.4732
49, 29, 13, 4, 3, 12.25, 10.4253
49, 29, 11, 7, 2, 12.25, 10.1827
49, 29, 11, 5, 4, 12.25, 10.0343
49, 29, 10, 7, 3, 12.25, 9.98436
49, 29, 9, 7, 4, 12.25, 9.83298
49, 29, 8, 7, 5, 12.25, 9.73075
49, 28, 13, 5, 3, 12.25, 9.83298
49, 27, 13, 7, 2, 12.25, 9.36416
49, 27, 13, 5, 4, 12.25, 9.20258
49, 27, 11, 7, 4, 12.25, 8.8706
49, 26, 11, 7, 5, 12.25, 8.22724
49, 25, 19, 3, 2, 12.25, 9.98436
49, 25, 17, 4, 3, 12.25, 9.20258
49, 25, 13, 9, 2, 12.25, 8.3479
49, 25, 13, 8, 3, 12.25, 8.16624
49, 25, 13, 7, 4, 12.25, 8.04285
49, 25, 11, 9, 4, 12.25, 7.79022
49, 25, 11, 7, 6, 12.25, 7.59523
49, 25, 9, 8, 7, 12.25, 7.3951
49, 24, 13, 7, 5, 12.25, 7.3951
49, 23, 19, 5, 2, 12.25, 8.92679
49, 23, 19, 4, 3, 12.25, 8.8706
49, 23, 17, 7, 2, 12.25, 8.22724
49, 23, 17, 5, 4, 12.25, 8.04285
49, 23, 16, 7, 3, 12.25, 7.79022
49, 23, 15, 7, 4, 12.25, 7.3951
49, 23, 13, 11, 2, 12.25, 7.46241
49, 23, 13, 10, 3, 12.25, 7.1894
49, 23, 13, 9, 4, 12.25, 6.97764
49, 23, 13, 8, 5, 12.25, 6.83283
49, 23, 13, 7, 6, 12.25, 6.75925
49, 23, 11, 8, 7, 12.25, 6.37868
49, 23, 10, 9, 7, 12.25, 6.2998
49, 22, 19, 5, 3, 12.25, 8.3479
49, 22, 17, 7, 3, 12.25, 7.59523
49, 22, 13, 9, 5, 12.25, 6.2998
49, 21, 19, 5, 4, 12.25, 7.79022
49, 21, 13, 11, 4, 12.25, 6.05702
49, 20, 19, 7, 3, 12.25, 7.3951
49, 20, 13, 9, 7, 12.25, 4.96865
49, 19, 18, 7, 5, 12.25, 6.2998
49, 19, 17, 11, 2, 12.25, 6.60965
49, 19, 17, 10, 3, 12.25, 6.2998
49, 19, 17, 9, 4, 12.25, 6.05702
49, 19, 17, 8, 5, 12.25, 5.88961
49, 19, 17, 7, 6, 12.25, 5.80409
49, 19, 16, 11, 3, 12.25, 6.05702
49, 19, 16, 9, 5, 12.25, 5.53963
49, 19, 15, 13, 2, 12.25, 6.2998
49, 19, 15, 11, 4, 12.25, 5.53963
49, 19, 15, 8, 7, 12.25, 4.96865
49, 19, 14, 13, 3, 12.25, 5.80409
49, 19, 14, 11, 5, 12.25, 5.06828
49, 19, 13, 12, 5, 12.25, 4.96865
49, 19, 13, 11, 6, 12.25, 4.65698
49, 19, 13, 10, 7, 12.25, 4.43706
49, 19, 13, 9, 8, 12.25, 4.3229
49, 19, 12, 11, 7, 12.25, 4.3229
49, 19, 11, 10, 9, 12.25, 3.96074
49, 18, 13, 11, 7, 12.25, 3.96074
49, 17, 16, 13, 3, 12.25, 5.53963
49, 17, 16, 11, 5, 12.25, 4.76314
49, 17, 16, 9, 7, 12.25, 4.3229
49, 17, 15, 13, 4, 12.25, 4.96865
49, 17, 14, 13, 5, 12.25, 4.43706
49, 17, 13, 12, 7, 12.25, 3.56195
49, 17, 13, 11, 8, 12.25, 3.26917
49, 17, 13, 10, 9, 12.25, 3.11247
49, 16, 15, 11, 7, 12.25, 3.56195
49, 16, 13, 11, 9, 12.25, 2.58602
50, 31, 11, 5, 3, 12.5, 11.0793
50, 29, 13, 5, 3, 12.5, 10.2347
50, 29, 11, 7, 3, 12.5, 9.9373
50, 29, 9, 7, 5, 12.5, 9.63068
50, 27, 11, 7, 5, 12.5, 8.64581
50, 23, 19, 5, 3, 12.5, 8.64581
50, 23, 17, 7, 3, 12.5, 7.92149
50, 23, 13, 11, 3, 12.5, 7.1239
50, 23, 13, 9, 5, 12.5, 6.68954
50, 23, 11, 9, 7, 12.5, 6.22495
50, 21, 13, 11, 5, 12.5, 5.72276
50, 19, 17, 11, 3, 12.5, 6.22495
50, 19, 17, 9, 5, 12.5, 5.72276
50, 19, 13, 11, 7, 12.5, 4.33013
50, 17, 15, 11, 7, 12.5, 3.84057
50, 17, 13, 11, 9, 12.5, 2.95804
51, 41, 5, 3, 2, 12.75, 16.3459
51, 37, 7, 5, 2, 12.75, 14.1134
51, 37, 7, 4, 3, 12.75, 14.0779
51, 35, 11, 3, 2, 12.75, 13.3112
51, 32, 11, 5, 3, 12.75, 11.4973
51, 31, 13, 5, 2, 12.75, 11.2777
51, 31, 13, 4, 3, 12.75, 11.2333
51, 31, 11, 7, 2, 12.75, 11.0085
51, 31, 11, 5, 4, 12.75, 10.8714
51, 31, 10, 7, 3, 12.75, 10.8253
51, 31, 9, 7, 4, 12.75, 10.6859
51, 31, 8, 7, 5, 12.75, 10.5919
51, 29, 17, 3, 2, 12.75, 11.099
51, 29, 14, 5, 3, 12.75, 10.2561
51, 29, 13, 7, 2, 12.75, 10.1581
51, 29, 13, 5, 4, 12.75, 10.0094
51, 29, 11, 9, 2, 12.75, 9.95929
51, 29, 11, 8, 3, 12.75, 9.80752
51, 29, 11, 7, 4, 12.75, 9.70502
51, 29, 11, 6, 5, 12.75, 9.65337
51, 29, 9, 8, 5, 12.75, 9.49671
51, 27, 17, 5, 2, 12.75, 9.95929
51, 27, 13, 7, 4, 12.75, 8.84237
51, 27, 11, 8, 5, 12.75, 8.49632
51, 26, 17, 5, 3, 12.75, 9.33742
51, 26, 11, 9, 5, 12.75, 7.94906
51, 25, 19, 4, 3, 12.75, 9.49671
51, 25, 17, 7, 2, 12.75, 8.89874
51, 25, 16, 7, 3, 12.75, 8.49632
51, 25, 13, 11, 2, 12.75, 8.1968
51, 25, 13, 9, 4, 12.75, 7.75806
51, 25, 13, 7, 6, 12.75, 7.56224
51, 25, 11, 8, 7, 12.75, 7.22409
51, 23, 21, 5, 2, 12.75, 9.33742
51, 23, 19, 7, 2, 12.75, 8.55497
51, 23, 19, 5, 4, 12.75, 8.3778
51, 23, 17, 9, 2, 12.75, 7.94906
51, 23, 17, 8, 3, 12.75, 7.75806
51, 23, 17, 7, 4, 12.75, 7.62807
51, 23, 17, 6, 5, 12.75, 7.56224
51, 23, 16, 7, 5, 12.75, 7.22409
