28, 11, 7, 5, 3, 2, 5.6, 3.2
30, 13, 7, 5, 3, 2, 6, 3.89872
30, 11, 7, 5, 4, 3, 6, 2.82843
32, 13, 7, 5, 4, 3, 6.4, 3.55528
34, 17, 7, 5, 3, 2, 6.8, 5.38145
34, 13, 11, 5, 3, 2, 6.8, 4.4
34, 11, 9, 7, 5, 2, 6.8, 3.1241
34, 11, 8, 7, 5, 3, 6.8, 2.71293
36, 19, 7, 5, 3, 2, 7.2, 6.14492
36, 17, 7, 5, 4, 3, 7.2, 5.07543
36, 13, 11, 7, 3, 2, 7.2, 4.30813
36, 13, 11, 5, 4, 3, 7.2, 4.01995
36, 13, 9, 7, 5, 2, 7.2, 3.70945
36, 13, 8, 7, 5, 3, 7.2, 3.37046
36, 11, 9, 7, 5, 4, 7.2, 2.56125
38, 19, 7, 5, 4, 3, 7.6, 5.8515
38, 17, 11, 5, 3, 2, 7.6, 5.64269
38, 13, 11, 7, 5, 2, 7.6, 3.97995
38, 13, 11, 7, 4, 3, 7.6, 3.87814
38, 13, 9, 7, 5, 4, 7.6, 3.2
39, 13, 11, 7, 5, 3, 7.8, 3.70945
40, 23, 7, 5, 3, 2, 8, 7.69415
40, 19, 11, 5, 3, 2, 8, 6.32456
40, 17, 13, 5, 3, 2, 8, 5.93296
40, 17, 11, 7, 3, 2, 8, 5.51362
40, 17, 11, 5, 4, 3, 8, 5.2915
40, 17, 9, 7, 5, 2, 8, 5.05964
40, 17, 8, 7, 5, 3, 8, 4.81664
40, 13, 11, 9, 5, 2, 8, 4
40, 13, 11, 8, 5, 3, 8, 3.68782
40, 13, 11, 7, 5, 4, 8, 3.4641
40, 11, 9, 8, 7, 5, 8, 2
42, 23, 7, 5, 4, 3, 8.4, 7.41889
42, 19, 13, 5, 3, 2, 8.4, 6.56049
42, 19, 11, 7, 3, 2, 8.4, 6.18385
42, 19, 11, 5, 4, 3, 8.4, 5.98665
42, 19, 9, 7, 5, 2, 8.4, 5.78273
42, 19, 8, 7, 5, 3, 8.4, 5.57136
42, 17, 13, 7, 3, 2, 8.4, 5.78273
42, 17, 13, 5, 4, 3, 8.4, 5.57136
42, 17, 11, 7, 5, 2, 8.4, 5.2
42, 17, 11, 7, 4, 3, 8.4, 5.1225
42, 17, 9, 7, 5, 4, 8.4, 4.63033
42, 16, 11, 7, 5, 3, 8.4, 4.63033
42, 13, 11, 9, 7, 2, 8.4, 3.77359
42, 13, 11, 9, 5, 4, 8.4, 3.44093
42, 13, 11, 8, 7, 3, 8.4, 3.44093
42, 13, 11, 7, 6, 5, 8.4, 3.07246
42, 13, 9, 8, 7, 5, 8.4, 2.6533
43, 17, 11, 7, 5, 3, 8.6, 4.96387
44, 23, 11, 5, 3, 2, 8.8, 7.75629
44, 19, 13, 7, 3, 2, 8.8, 6.4
44, 19, 13, 5, 4, 3, 8.8, 6.20967
44, 19, 11, 7, 5, 2, 8.8, 5.87878
44, 19, 11, 7, 4, 3, 8.8, 5.81034
44, 19, 9, 7, 5, 4, 8.8, 5.38145
44, 17, 13, 7, 5, 2, 8.8, 5.45527
44, 17, 13, 7, 4, 3, 8.8, 5.38145
44, 17, 11, 9, 5, 2, 8.8, 5.15364
44, 17, 11, 8, 5, 3, 8.8, 4.91528
44, 17, 11, 7, 5, 4, 8.8, 4.74974
44, 16, 13, 7, 5, 3, 8.8, 4.91528
44, 13, 11, 10, 7, 3, 8.8, 3.48712
44, 13, 11, 9, 7, 4, 8.8, 3.1241
44, 13, 11, 8, 7, 5, 8.8, 2.85657
45, 19, 11, 7, 5, 3, 9, 5.65685
45, 17, 13, 7, 5, 3, 9, 5.21536
45, 13, 11, 9, 7, 5, 9, 2.82843
46, 29, 7, 5, 3, 2, 9.2, 10.0479
46, 23, 13, 5, 3, 2, 9.2, 7.90949
46, 23, 11, 7, 3, 2, 9.2, 7.6
46, 23, 11, 5, 4, 3, 9.2, 7.44043
46, 23, 9, 7, 5, 2, 9.2, 7.27736
46, 23, 8, 7, 5, 3, 9.2, 7.11056
46, 19, 17, 5, 3, 2, 9.2, 7.27736
46, 19, 13, 7, 5, 2, 9.2, 6.07947
46, 19, 13, 7, 4, 3, 9.2, 6.01332
46, 19, 11, 9, 5, 2, 9.2, 5.81034
46, 19, 11, 8, 5, 3, 9.2, 5.6
46, 19, 11, 7, 5, 4, 9.2, 5.45527
46, 17, 13, 11, 3, 2, 9.2, 5.81034
46, 17, 13, 9, 5, 2, 9.2, 5.38145
46, 17, 13, 8, 5, 3, 9.2, 5.15364
46, 17, 13, 7, 5, 4, 9.2, 4.996
46, 17, 11, 9, 7, 2, 9.2, 4.91528
46, 17, 11, 9, 5, 4, 9.2, 4.66476
46, 17, 11, 8, 7, 3, 9.2, 4.66476
46, 17, 11, 7, 6, 5, 9.2, 4.4
46, 17, 9, 8, 7, 5, 9.2, 4.11825
46, 14, 13, 11, 5, 3, 9.2, 4.4
46, 13, 11, 9, 8, 5, 9.2, 2.71293
47, 19, 13, 7, 5, 3, 9.4, 5.8515
48, 31, 7, 5, 3, 2, 9.6, 10.837
48, 29, 7, 5, 4, 3, 9.6, 9.78979
48, 25, 11, 7, 3, 2, 9.6, 8.33307
48, 23, 13, 7, 3, 2, 9.6, 7.73563
48, 23, 13, 5, 4, 3, 9.6, 7.57892
48, 23, 11, 7, 5, 2, 9.6, 7.31027
48, 23, 11, 7, 4, 3, 9.6, 7.25534
48, 23, 9, 7, 5, 4, 9.6, 6.91665
48, 19, 17, 7, 3, 2, 9.6, 7.08802
48, 19, 17, 5, 4, 3, 9.6, 6.91665
48, 19, 13, 11, 3, 2, 9.6, 6.37495
48, 19, 13, 9, 5, 2, 9.6, 5.98665
48, 19, 13, 8, 5, 3, 9.6, 5.78273
48, 19, 13, 7, 5, 4, 9.6, 5.64269
48, 19, 11, 9, 7, 2, 9.6, 5.57136
48, 19, 11, 9, 5, 4, 9.6, 5.35164
48, 19, 11, 8, 7, 3, 9.6, 5.35164
48, 19, 11, 7, 6, 5, 9.6, 5.1225
48, 19, 9, 8, 7, 5, 9.6, 4.88262
48, 17, 16, 7, 5, 3, 9.6, 5.78273
48, 17, 13, 11, 5, 2, 9.6, 5.42586
48, 17, 13, 11, 4, 3, 9.6, 5.35164
48, 17, 13, 9, 7, 2, 9.6, 5.1225
48, 17, 13, 9, 5, 4, 9.6, 4.88262
48, 17, 13, 8, 7, 3, 9.6, 4.88262
48, 17, 13, 7, 6, 5, 9.6, 4.63033
48, 17, 11, 10, 7, 3, 9.6, 4.63033
48, 17, 11, 9, 7, 4, 9.6, 4.36348
48, 17, 11, 8, 7, 5, 9.6, 4.17612
48, 16, 13, 11, 5, 3, 9.6, 4.88262
48, 16, 11, 9, 7, 5, 9.6, 3.77359
48, 15, 13, 11, 7, 2, 9.6, 4.63033
48, 13, 12, 11, 7, 5, 9.6, 3.07246
48, 13, 11, 9, 8, 7, 9.6, 2.15407
49, 23, 11, 7, 5, 3, 9.8, 7.11056
49, 17, 13, 11, 5, 3, 9.8, 5.15364
49, 17, 11, 9, 7, 5, 9.8, 4.11825
50, 31, 7, 5, 4, 3, 10, 10.583
50, 29, 11, 5, 3, 2, 10, 10
50, 25, 13, 7, 3, 2, 10, 8.43801
50, 25, 11, 7, 4, 3, 10, 8
50, 23, 17, 5, 3, 2, 10, 8.43801
50, 23, 13, 7, 5, 2, 10, 7.42967
50, 23, 13, 7, 4, 3, 10, 7.37564
50, 23, 11, 9, 5, 2, 10, 7.2111
50, 23, 11, 8, 5, 3, 10, 7.04273
50, 23, 11, 7, 5, 4, 10, 6.9282
50, 22, 13, 7, 5, 3, 10, 6.87023
50, 19, 17, 7, 5, 2, 10, 6.75278
50, 19, 17, 7, 4, 3, 10, 6.69328
50, 19, 16, 7, 5, 3, 10, 6.32456
50, 19, 13, 11, 5, 2, 10, 6
50, 19, 13, 11, 4, 3, 10, 5.93296
50, 19, 13, 9, 7, 2, 10, 5.72713
50, 19, 13, 9, 5, 4, 10, 5.51362
50, 19, 13, 8, 7, 3, 10, 5.51362
50, 19, 13, 7, 6, 5, 10, 5.2915
50, 19, 11, 10, 7, 3, 10, 5.2915
50, 19, 11, 9, 7, 4, 10, 5.05964
50, 19, 11, 8, 7, 5, 10, 4.89898
50, 17, 14, 11, 5, 3, 10, 5.2915
50, 17, 13, 11, 7, 2, 10, 5.13809
50, 17, 13, 11, 5, 4, 10, 4.89898
50, 17, 13, 10, 7, 3, 10, 4.81664
50, 17, 13, 9, 7, 4, 10, 4.5607
50, 17, 13, 8, 7, 5, 10, 4.38178
50, 17, 11, 9, 8, 5, 10, 4
50, 16, 13, 11, 7, 3, 10, 4.5607
50, 16, 13, 9, 7, 5, 10, 4
50, 15, 13, 11, 7, 4, 10, 4
50, 13, 11, 10, 9, 7, 10, 2
51, 23, 13, 7, 5, 3, 10.2, 7.22219
51, 19, 17, 7, 5, 3, 10.2, 6.5238
51, 19, 13, 11, 5, 3, 10.2, 5.74108
51, 19, 11, 9, 7, 5, 10.2, 4.83322
51, 17, 13, 11, 7, 3, 10.2, 4.83322
51, 17, 13, 9, 7, 5, 10.2, 4.30813
52, 31, 11, 5, 3, 2, 10.4, 10.7629
52, 29, 13, 5, 3, 2, 10.4, 10.0717
52, 29, 11, 7, 3, 2, 10.4, 9.83056
52, 29, 11, 5, 4, 3, 10.4, 9.70773
52, 29, 9, 7, 5, 2, 10.4, 9.58332
52, 29, 8, 7, 5, 3, 10.4, 9.45727
52, 27, 11, 7, 5, 2, 10.4, 8.8
52, 26, 11, 7, 5, 3, 10.4, 8.2365
52, 25, 13, 7, 4, 3, 10.4, 8.0895
52, 23, 19, 5, 3, 2, 10.4, 8.8
52, 23, 17, 7, 3, 2, 10.4, 8.2365
52, 23, 17, 5, 4, 3, 10.4, 8.0895
52, 23, 13, 11, 3, 2, 10.4, 7.63151
52, 23, 13, 9, 5, 2, 10.4, 7.31027
52, 23, 13, 8, 5, 3, 10.4, 7.14423
52, 23, 13, 7, 5, 4, 10.4, 7.03136
52, 23, 11, 9, 7, 2, 10.4, 6.97424
52, 23, 11, 9, 5, 4, 10.4, 6.8
52, 23, 11, 8, 7, 3, 10.4, 6.8
52, 23, 11, 7, 6, 5, 10.4, 6.62118
52, 23, 9, 8, 7, 5, 10.4, 6.43739
52, 21, 13, 11, 5, 2, 10.4, 6.62118
52, 19, 17, 11, 3, 2, 10.4, 6.97424
52, 19, 17, 9, 5, 2, 10.4, 6.62118
52, 19, 17, 8, 5, 3, 10.4, 6.43739
52, 19, 17, 7, 5, 4, 10.4, 6.31189
